oid_bike_movement,geometry
5b9ed9ec2f38433fbce43117,"LINESTRING (-3.7015988 40.4413072997222, -3.69886949972222 40.4396593, -3.69782579972222 40.4382888, -3.6978461 40.436543, -3.69882299972222 40.43454799972221, -3.6986598 40.4336230997222, -3.6999298 40.4316845997222, -3.6996438 40.43064329972221)"
5bad5a852f38431554d0cdcc,"LINESTRING (-3.71845779972222 40.4137709997222, -3.72074999972222 40.4142573, -3.72030329972222 40.4172124997222, -3.71995979972222 40.4200773, -3.7215983 40.4217098, -3.71845779972222 40.4137709997222, -3.72074999972222 40.4142573, -3.72030329972222 40.4172124997222, -3.71995979972222 40.4200773, -3.7215983 40.4217098)"
5b983fb92f384329345ab670,"LINESTRING (-3.69586479972222 40.40320009972221, -3.69790829972222 40.4033367997222, -3.70057999972222 40.4048920997222, -3.7011693 40.40567959972221, -3.7027985 40.40780709972221, -3.7044396 40.4103807997222, -3.7051723 40.4123257997222, -3.70467479972222 40.4138316)"
5baeab712f38432c20ed34d4,"LINESTRING (-3.6948151 40.4351186, -3.6990831 40.4351575, -3.7001905 40.4347465, -3.70357609972222 40.4335766, -3.705178 40.43118679972221, -3.70560549972222 40.42972029972221, -3.7118348 40.4293721, -3.71344209972222 40.4306471, -3.7160915 40.4306726, -3.7186636 40.4338356, -3.6948151 40.4351186, -3.6990831 40.4351575, -3.7001905 40.4347465, -3.70357609972222 40.4335766, -3.705178 40.43118679972221, -3.70560549972222 40.42972029972221, -3.7118348 40.4293721, -3.71344209972222 40.4306471, -3.7160915 40.4306726, -3.7186636 40.4338356)"
5b96ef2b2f384332ac015e51,"LINESTRING (-3.68487959972222 40.4585875, -3.68639399972222 40.456119, -3.6873566 40.454183, -3.688213 40.4542026, -3.69033649972222 40.4522321, -3.69045859972222 40.448784, -3.69094629972222 40.4452527997222, -3.69123229972222 40.4417504997222, -3.6906028 40.439033, -3.68853199972222 40.4359595997222, -3.6879933 40.4330277997222, -3.68874529972222 40.4302509997222, -3.6897025 40.4279610997222)"
5ba86b022f384322940b7b35,"LINESTRING (-3.6766 40.40845099972221, -3.67660199972222 40.4102670997222, -3.6770038 40.4130515, -3.678021 40.41598579999999, -3.6791833 40.4192405, -3.6798456 40.4217732997222, -3.6804353 40.4234841, -3.68000209972222 40.4272081, -3.67997929972222 40.4298033)"
5ba2ce762f38431fe4f22bc5,"LINESTRING (-3.68842099972222 40.4240302997222, -3.6963248 40.4277573, -3.70262659972222 40.42896329972221, -3.705585 40.42945699972221, -3.7086491 40.4300507997222, -3.7116768 40.4296561, -3.716061100000001 40.4300155, -3.71491399972222 40.4287477997222)"
5ba2ce5f2f38431fe4f216cd,"LINESTRING (-3.7157776 40.4245731, -3.7139285 40.42259359972221, -3.7129555 40.4196533, -3.71319329972222 40.4170695997222, -3.7135118 40.4148445, -3.71371299972222 40.4131460997222, -3.7138398 40.4101459997222, -3.7127585 40.4082961, -3.7110411 40.4064856, -3.7079556 40.4059815, -3.70450809972222 40.4055402997222, -3.70095049972222 40.4053584997222, -3.6984365 40.4059944997222)"
5ba1d14f2f38433fc8f4820d,"LINESTRING (-3.6926876 40.4412875, -3.69278959972222 40.440559, -3.6944773 40.44051149972221, -3.69659249972222 40.4406575, -3.69776909972222 40.4397165997222, -3.6986506 40.4374015, -3.6994988 40.4365316, -3.698993799999999 40.4353874997222, -3.69880459972222 40.4345690997222, -3.69786629972222 40.4325363, -3.6975831 40.4314937997222)"
5b91a9072f3843074c7998bd,"LINESTRING (-3.6785051 40.43466779972221, -3.67959399972222 40.43236399972221, -3.6798416 40.4291561, -3.67970849972222 40.4252721, -3.680609 40.4228211, -3.68421699972222 40.4208566, -3.68849679972222 40.4196572997222, -3.69262179972222 40.4192521, -3.6920901 40.4212977997222, -3.69071829972222 40.424427, -3.6894653 40.42866729999999, -3.688693100000001 40.4315651, -3.689299 40.4362082997222, -3.69173829972222 40.4405556, -3.691415 40.44473079999999)"
5bac09d62f384335f8d45863,"LINESTRING (-3.68804949972222 40.4334619997222, -3.6886038 40.4307948, -3.6893823 40.4277675, -3.69048009972222 40.4242745, -3.6908981 40.4234532997222, -3.69218499972222 40.4203047997222, -3.694071 40.4192395, -3.6951846 40.4190614997222, -3.68804949972222 40.4334619997222, -3.6886038 40.4307948, -3.6893823 40.4277675, -3.69048009972222 40.4242745, -3.6908981 40.4234532997222, -3.69218499972222 40.4203047997222, -3.694071 40.4192395, -3.6951846 40.4190614997222)"
5ba2ce3b2f38431fe4f1fd33,"LINESTRING (-3.6858121 40.4590296, -3.6884903 40.45873699972221, -3.6902661 40.45625929972221, -3.69064259972222 40.45535399972221, -3.69138199972222 40.45169929999999, -3.69109349972222 40.4503527997222, -3.69109849972222 40.4469518, -3.6911108 40.44576479972221, -3.69140449972222 40.4429858, -3.6911273 40.4394396, -3.6907516 40.43800159972221, -3.69193229972222 40.4381246, -3.69742529972222 40.43834149972221, -3.70055259972222 40.43857379999999, -3.7052515 40.43879499972221, -3.71020029972222 40.4389844997222, -3.7112913 40.4375685997222, -3.7114593 40.4356306, -3.71177609972222 40.432408, -3.7119818 40.4303324997222, -3.7137495 40.4274812997222, -3.71211549972222 40.4245815, -3.71202349972222 40.4241427997222)"
5bb3f1252f38430d78001860,"LINESTRING (-3.7085978 40.41083259972221, -3.7085978 40.41083259972221, -3.71048759972222 40.4083066, -3.71048759972222 40.4083066, -3.71110629972222 40.4066136, -3.71110629972222 40.4066136, -3.70918249972222 40.4062728, -3.70918249972222 40.4062728, -3.70536959972222 40.405726, -3.70536959972222 40.405726, -3.699965 40.40587979999999, -3.699965 40.40587979999999)"
5ba6c4262f38432ca85ec15a,"LINESTRING (-3.6876958 40.4296676, -3.6887723 40.4293908, -3.6898271 40.4294537997222, -3.6895378 40.4301375, -3.6888963 40.4331631, -3.69028299972222 40.4367905, -3.69130579972222 40.4374666, -3.69167779972222 40.4382829997222, -3.693592 40.4383467997222, -3.6937283 40.4383194997222, -3.69410399972222 40.4383565997222, -3.69507109972222 40.4383835, -3.6960595 40.4383576, -3.69670099972222 40.438414, -3.6971733 40.4383832997222, -3.6976333 40.4384305997222, -3.6979915 40.4384822997222, -3.7002418 40.4384202997222, -3.70049779972222 40.4389881, -3.701636799999999 40.4419296, -3.70181259972222 40.44208749972221, -3.7023551 40.4431615, -3.7039183 40.4432729997222, -3.70399179972222 40.4449796, -3.704028 40.4453115, -3.70379779972222 40.4465598)"
5b9c8c3f2f38433e54877e20,"LINESTRING (-3.6954513 40.4277397997222, -3.6995635 40.42846709972221, -3.7025248 40.42911349972221, -3.70876409972222 40.4298155997222, -3.70953229972222 40.4286181)"
5ba86ae32f384322940b5d27,"LINESTRING (-3.7148458 40.43949979999999, -3.71291079972222 40.4390646, -3.70988799972222 40.4405008, -3.7060818 40.4418555, -3.7041816 40.4425078, -3.70396329972222 40.4461013, -3.703676600000001 40.4489931, -3.703399 40.4515942997222, -3.7028316 40.45361629999999, -3.7020656 40.45352079972221, -3.69928249972222 40.45292929999999)"
5ba86aea2f384322940b6476,"LINESTRING (-3.68346579972222 40.4214825, -3.6829735 40.4224485, -3.6828436 40.42376529972221, -3.6838871 40.4252175, -3.6845541 40.4251901, -3.68795479972222 40.4253226, -3.69074549972222 40.4249261, -3.6942718 40.426934, -3.69685329972222 40.427759, -3.7000953 40.4283629997222, -3.70466309972222 40.429287, -3.7075195 40.4297084997222, -3.71162629972222 40.43009979999999, -3.7135948 40.4300945, -3.71802479972222 40.43003179999999, -3.7206725 40.4293958, -3.7218078 40.4291364997222, -3.7241146 40.43144179999999, -3.7247403 40.4326658)"
5b983fb62f384329345ab3b1,"LINESTRING (-3.6981833 40.4117419997222, -3.69557659972222 40.4105497997222, -3.6942598 40.4099171, -3.69110199972222 40.40950959972221, -3.6865795 40.4100165997222, -3.6819448 40.4112927997222, -3.67972449972222 40.4136315, -3.6805165 40.4178695, -3.6809181 40.4214725, -3.67846679972222 40.421725, -3.675675 40.4216127997222)"
5baab7fb2f384333d4d98fd0,"LINESTRING (-3.6805305 40.4049466, -3.68430059972222 40.3993936, -3.68723949972222 40.39937259972221, -3.6913681 40.3999354997222, -3.69394609972222 40.3998915997222, -3.6805305 40.4049466, -3.68430059972222 40.3993936, -3.68723949972222 40.39937259972221, -3.6913681 40.3999354997222, -3.69394609972222 40.3998915997222)"
5ba966262f384322cc67a6af,"LINESTRING (-3.70022109972222 40.434837, -3.6970653 40.4352694997222, -3.6909491 40.4352931, -3.6897191 40.4352464997222, -3.6910071 40.4384245997222, -3.6910261 40.4387400997222, -3.6918875 40.4416778, -3.691691 40.4438572997222, -3.6914855 40.4471446)"
5b91a8ed2f3843074c79830c,"LINESTRING (-3.7035068 40.4466016, -3.69943359972222 40.4467903, -3.6947093 40.4466607997222, -3.6911371 40.4424075, -3.6902651 40.4383355, -3.6883886 40.43491829972221, -3.68839149972222 40.4313695, -3.68870409972222 40.42926429972221, -3.689681299999999 40.42643629972221, -3.6912218 40.4249555, -3.6912625 40.4222352997222, -3.6923436 40.41983199972221, -3.6898976 40.41998029972221, -3.688022 40.42008009972221, -3.6878826 40.41998759972221, -3.6862436 40.4190900997222, -3.68505979972222 40.417732, -3.685248000000001 40.4168321, -3.6875966 40.4170766, -3.6880028 40.41910679999999, -3.68805009972222 40.4203021, -3.68513009972222 40.4206231, -3.6829413 40.42215459972221, -3.6827553 40.4253192997222, -3.68265449972222 40.42645879972221, -3.68229149972222 40.42934209972221, -3.6823131 40.4305723, -3.68222149972222 40.43267849999999, -3.6795935 40.4327753, -3.67572959972222 40.4327164997222, -3.6725183 40.43273849972221, -3.67059429972222 40.4337969997222, -3.6680526 40.43495349972221, -3.6672856 40.4355266, -3.66748029972222 40.4373914997222, -3.6678215 40.4387839997222, -3.66642379972222 40.44101859972221, -3.66729409972222 40.4412688, -3.67136079972222 40.4392518, -3.6721075 40.4380372997222, -3.67000059972222 40.435634, -3.670800100000001 40.43293449999999, -3.67160479972222 40.4327905, -3.6722643 40.4326488, -3.6729313 40.4329255997222, -3.6754313 40.4355535997222, -3.677435 40.4373902997222, -3.6792283 40.43910529999999, -3.68088829972222 40.44069749972221, -3.68278559972222 40.4424332997222, -3.6851668 40.4446346, -3.68574529972222 40.4453333)"
5ba2ce532f38431fe4f20bc5,"LINESTRING (-3.71199829972222 40.4240526, -3.71169329972222 40.4238821, -3.71211579972222 40.4226207997222, -3.71298509972222 40.4203181, -3.7129333 40.4197648, -3.7132868 40.4177797997222, -3.7136786 40.41509129999999, -3.7146053 40.4151005, -3.7161748 40.4145967997222, -3.71595979972222 40.4139896, -3.71146809972222 40.41384109972221, -3.71040249972222 40.4130905997222, -3.70980309972222 40.41301909972221, -3.708561 40.4126114997222, -3.7109025 40.4113619997222, -3.711554 40.41001929999999, -3.71053759972222 40.4087012997222, -3.7107741 40.4066398)"
5baeab7a2f38432c20ed3f91,"LINESTRING (-3.6911941 40.4227247997222, -3.692011100000001 40.4207966, -3.6933163 40.4184843, -3.6935378 40.4171581, -3.69335849972222 40.41350079999999, -3.6922923 40.4099566, -3.695673600000001 40.407032, -3.69624579972222 40.4034242997222, -3.6968958 40.39995329972221, -3.6911941 40.4227247997222, -3.692011100000001 40.4207966, -3.6933163 40.4184843, -3.6935378 40.4171581, -3.69335849972222 40.41350079999999, -3.6922923 40.4099566, -3.695673600000001 40.407032, -3.69624579972222 40.4034242997222, -3.6968958 40.39995329972221)"
5ba1d1492f38433fc8f47be0,"LINESTRING (-3.6952511 40.4486527997222, -3.6933226 40.4463985, -3.6891286 40.44618029999999, -3.6846428 40.445419, -3.6808958 40.446052, -3.6793121 40.4444625)"
5b9991dd2f38431f042d4489,"LINESTRING (-3.69252709972222 40.4095275, -3.69347929972222 40.4124168, -3.6946116 40.416173, -3.69615479972222 40.42208529972221, -3.6981066 40.42218559972221)"
5b944e452f3843443049fee8,"LINESTRING (-3.706134 40.4148527997222, -3.704619 40.4147101, -3.7014266 40.41363029999999, -3.6995545 40.4129566, -3.6961043 40.41097309972221, -3.6930065 40.40966759972221, -3.69267099972222 40.4087979997222)"
5ba6c42e2f38432ca85eca4a,"LINESTRING (-3.7030935 40.416902, -3.7004861 40.4178003, -3.69944909972222 40.4179524997222, -3.69578579972222 40.4190235, -3.6918676 40.4196305997222, -3.68922399972222 40.4201345997222, -3.6879151 40.4199960997222, -3.68654359972222 40.41945809972221, -3.682919 40.4191811, -3.68072929972222 40.4192480997222, -3.67994909972222 40.4159445, -3.67899729972222 40.4123401, -3.6769018 40.4129421, -3.6743793 40.41514659972221, -3.67419409972222 40.4161149997222)"
5ba2ce402f38431fe4f20118,"LINESTRING (-3.69389009972222 40.4188715, -3.69597009972222 40.4186708, -3.699758 40.4196626, -3.70222579972222 40.4202075997222, -3.70560279972222 40.4202646, -3.706321299999999 40.42038829972221)"
5ba02ba32f38433744cf4cb2,"LINESTRING (-3.68442349972222 40.4316687997222, -3.6853603 40.4317490997222, -3.68609479972222 40.4317234997222, -3.6868183 40.4315331, -3.68717009972222 40.4302921, -3.6881423 40.4293989997222, -3.6893253 40.42778679972221, -3.690385500000001 40.4244429997222, -3.69155329972222 40.4220046, -3.69228099972222 40.4201674997222, -3.6931566 40.4192121, -3.69765299972222 40.4183031, -3.69870199972222 40.4170676, -3.70053059972222 40.4166966, -3.7014433 40.4167947997222, -3.704126 40.4167775)"
5b9c8c5b2f38433e54879489,"LINESTRING (-3.69442259972222 40.4238781, -3.690615 40.4230153, -3.6884768 40.4226007997222, -3.68814509972222 40.4240415, -3.68847529972222 40.4222772997222, -3.6882906 40.4204482997222, -3.68786779972222 40.41979609972221, -3.6867705 40.419229, -3.68515479972222 40.4176325, -3.683816 40.41554779972221, -3.679876 40.4151345, -3.67890909972222 40.41177629972221, -3.67712679972222 40.4111965997222)"
5baeab3e2f38432c20ed0b6b,"LINESTRING (-3.70012549972222 40.4266610997222, -3.696705 40.42596229999999, -3.69261149972222 40.4236111, -3.6896846 40.4229795997222, -3.68614599972222 40.4225215, -3.6815275 40.4218614997222, -3.67742099972222 40.4216855, -3.6737451 40.421405, -3.67293029972222 40.41837899999999, -3.671046 40.416612, -3.70012549972222 40.4266610997222, -3.696705 40.42596229999999, -3.69261149972222 40.4236111, -3.6896846 40.4229795997222, -3.68614599972222 40.4225215, -3.6815275 40.4218614997222, -3.67742099972222 40.4216855, -3.6737451 40.421405, -3.67293029972222 40.41837899999999, -3.671046 40.416612)"
5b9ae4ea2f38432cc82e3675,"LINESTRING (-3.7085373 40.43408179999999, -3.7094775 40.434069, -3.71134949972222 40.4339404997222, -3.71179499972222 40.4307741, -3.71211709972222 40.42997879999999, -3.71416279972222 40.4278522997222, -3.71641259972222 40.4257557997222, -3.71497909972222 40.4238592997222, -3.71288699972222 40.4216425997222, -3.71306279972222 40.4191829997222, -3.7131666 40.4173605, -3.7135538 40.4148562997222, -3.713614 40.4138068, -3.71346 40.4108117997222, -3.7103318 40.4114940997222)"
5ba02b882f38433744cf3519,"LINESTRING (-3.70319259972222 40.41452579972221, -3.70369059972222 40.41350179972221, -3.70551979972222 40.4127093, -3.70788809972222 40.4122908, -3.7101198 40.41146679972221, -3.7140088 40.41061559972221)"
5bb693ce2f384321806bc1e4,"LINESTRING (-3.7102821 40.4143090997222, -3.7102821 40.4143090997222, -3.70872529972222 40.4137497997222, -3.70872529972222 40.4137497997222, -3.70742629972222 40.411999, -3.70742629972222 40.411999, -3.7067868 40.410386, -3.7067868 40.410386)"
5ba6c4242f38432ca85ebed5,"LINESTRING (-3.70219399972222 40.4351880997222, -3.7027963 40.4367736, -3.70043679972222 40.4365383, -3.69812159972222 40.43612479999999, -3.69616629972222 40.4384291, -3.6948101 40.4388982997222, -3.69252499972222 40.4406796)"
5b9c8c6b2f38433e54879e7e,"LINESTRING (-3.7122033 40.4194785997222, -3.7131941 40.4172500997222, -3.712692 40.4153153, -3.70870399972222 40.41605309972221, -3.70585899972222 40.4164877997222, -3.70278479972222 40.4169235997222, -3.7023885 40.41726929999999, -3.69898429972222 40.4181223, -3.6977193 40.4184047997222, -3.69401109972222 40.4191221, -3.6934013 40.41972679972221, -3.69008199972222 40.41990999999999, -3.6862751 40.4206135)"
5bac09c22f384335f8d445aa,"LINESTRING (-3.70891359972222 40.41121259972221, -3.7080263 40.4112604997222, -3.70624099972222 40.40992059972221, -3.7045788 40.4082245997222, -3.70371579972222 40.406841, -3.7023206 40.4045308, -3.70156449972222 40.4035677997222, -3.6990435 40.4005579997222, -3.6961593 40.3992330997222, -3.69423879972222 40.3977720997222, -3.70891359972222 40.41121259972221, -3.7080263 40.4112604997222, -3.70624099972222 40.40992059972221, -3.7045788 40.4082245997222, -3.70371579972222 40.406841, -3.7023206 40.4045308, -3.70156449972222 40.4035677997222, -3.6990435 40.4005579997222, -3.6961593 40.3992330997222, -3.69423879972222 40.3977720997222)"
5b9ed9e52f38433fbce42b85,"LINESTRING (-3.67903229972222 40.42618579972221, -3.68040829972222 40.4262239997222, -3.68111899972222 40.42594809972221, -3.68154199972222 40.4245085, -3.68166629972222 40.4235109997222, -3.6816645 40.4220303, -3.6811855 40.4217050997222, -3.68029599972222 40.4215494997222, -3.6815283 40.4212733, -3.6816308 40.4211335997222, -3.68163479972222 40.42070329972221, -3.68068209972222 40.4183226, -3.67978199972222 40.4163429997222, -3.67910499972222 40.4138937997222, -3.67850549972222 40.4116374997222, -3.6763978 40.4111653, -3.67742499972222 40.4097190997222, -3.67832429972222 40.40837679972221, -3.67927209972222 40.4072018, -3.67940209972222 40.40639479999999)"
5ba2ce5b2f38431fe4f212e5,"LINESTRING (-3.7047378 40.4054325997222, -3.71084009972222 40.4064314997222, -3.71349159972222 40.40932249999999, -3.7137918 40.4126501, -3.71357859972222 40.4154193, -3.7131223 40.4176598, -3.71282449972222 40.4181627997222, -3.71220179972222 40.4181907997222, -3.711644600000001 40.4181494997222, -3.71143629972222 40.4185158, -3.7130328 40.4187146, -3.713321 40.41578029999999, -3.7121631 40.41518909972221, -3.7090358 40.4140130997222, -3.7066455 40.4147533)"
5ba6c4172f38432ca85eb2d2,"LINESTRING (-3.678316 40.403111, -3.68400509972222 40.40501379972221, -3.688643100000001 40.40764659972221, -3.6889683 40.41009329972221, -3.68898279972222 40.4148013, -3.6889455 40.4173848, -3.6887085 40.42046029999999, -3.68780479972222 40.4252261, -3.687619 40.42644310000001, -3.6870196 40.4309638, -3.6913786 40.43409329999999)"
5b9c8c752f38433e5487a71d,"LINESTRING (-3.70038329972222 40.4267745, -3.701045 40.4275975997222, -3.70107909972222 40.4289251, -3.69710679972222 40.4279215997222, -3.6933278 40.4264774997222, -3.69069549972222 40.4256138, -3.69015279972222 40.4282930997222, -3.68936799972222 40.4316979997222, -3.6894086 40.43605649972221, -3.69197309972222 40.4402340997222, -3.6918228 40.4411035997222, -3.688295 40.4432886)"
5ba86b1f2f384322940b9433,"LINESTRING (-3.7059918 40.41439629972221, -3.70745879972222 40.41319979999999, -3.7074763 40.4128315997222, -3.70824759972222 40.4112695, -3.71024909972222 40.4085827997222, -3.71119609972222 40.4072606, -3.711233 40.406897, -3.71206529972222 40.405517, -3.71208509972222 40.40543949972221, -3.71136799972222 40.4059493, -3.71168099972222 40.40602979972221, -3.711939 40.40639399972221, -3.70927279972222 40.4102006, -3.7074821 40.41294129972221, -3.70824899972222 40.41397979972221, -3.710109 40.4185172997222, -3.7104571 40.4191672997222, -3.70790849972222 40.42172679999999, -3.70746259972222 40.4226815, -3.70732479972222 40.4248522997222, -3.7069741 40.4260335, -3.70631099972222 40.4280053, -3.70642549972222 40.4285605997222, -3.70972249972222 40.42886479972221, -3.7116625 40.42904, -3.71425399972222 40.42759229999999, -3.71364509972222 40.4272417997222, -3.7114026 40.4261946)"
5b9ed9bb2f38433fbce40e02,"LINESTRING (-3.70680179972222 40.4052477997222, -3.705352 40.4044079997222, -3.7012325 40.4055767997222, -3.6979511 40.4063821, -3.6937421 40.4076625, -3.6926678 40.4093013, -3.69520129972222 40.4105153, -3.695631 40.4109904997222, -3.6958011 40.4109131, -3.6955535 40.41097609972221, -3.6957005 40.4110056, -3.69554129972222 40.4109971, -3.69546799972222 40.41096879972221, -3.69567099972222 40.4109752997222, -3.69566279972222 40.41094449972221, -3.695554 40.4104694997222, -3.6958123 40.40943899972221, -3.6963126 40.4082282997222, -3.6991523 40.4080842997222)"
5b91a8ea2f3843074c798094,"LINESTRING (-3.668854 40.4113085997222, -3.669589 40.4114665, -3.66963449972222 40.4145666, -3.66930699972222 40.4180903, -3.6691766 40.4196035, -3.66923179972222 40.42205079999999, -3.67255799972222 40.4224533, -3.6732661 40.4239383)"
5ba2ce562f38431fe4f20ef8,"LINESTRING (-3.69147399972222 40.40827099972221, -3.69284999972222 40.4107466, -3.6942601 40.4147280997222, -3.695808 40.4137605, -3.6977505 40.4131185, -3.70077079972222 40.4140445997222)"
5ba420252f38433020d99a37,"LINESTRING (-3.7172155 40.4137405, -3.71685729972222 40.413732, -3.7179671 40.4118562997222, -3.71790179972222 40.4103952997222, -3.71765359972222 40.4090901, -3.7174388 40.4078208, -3.7167823 40.40588329972221, -3.71647699972222 40.4043770997222, -3.7154365 40.4041575997222, -3.7131766 40.40317699972221, -3.7111651 40.40278729972221, -3.7105125 40.4032370997222, -3.7105491 40.40343909972221, -3.71046979972222 40.4034272997222)"
5b959dc32f38433c8cc9e0d8,"LINESTRING (-3.71967509972222 40.4347435, -3.71922579972222 40.434801, -3.71809549972222 40.43638679999999, -3.71681859972222 40.4355352997222, -3.71695559972222 40.4349709997222, -3.71803909972222 40.43537929999999, -3.7188075 40.4340295, -3.7169148 40.43136009972221, -3.7160413 40.4298621, -3.71470779972222 40.4282041, -3.7135126 40.4267455, -3.7117946 40.4243220997222, -3.70996559972222 40.4227378, -3.7077916 40.4214557997222)"
5b92fbe62f38435fe0fb578d,"LINESTRING (-3.68160029972222 40.4223860997222, -3.6811451 40.4224779997222, -3.6775478 40.42383459972221, -3.67611009972222 40.4225447997222, -3.67303859972222 40.4223435997222, -3.6708603 40.4222669997222, -3.6692045 40.4230817997222)"
5b9058752f38434ab0d88503,"LINESTRING (-3.6897616 40.4096754997222, -3.69162159972222 40.4096108, -3.6918188 40.4095257997222, -3.69246529972222 40.4096758, -3.6927593 40.41086729972221, -3.69441849972222 40.41488829999999, -3.6943028 40.4174098, -3.6933473 40.42005, -3.6921911 40.42223309972221, -3.6923433 40.4235054997222)"
5bba89942f38432ff013915e,"LINESTRING (-3.704162600000001 40.4097225, -3.704162600000001 40.4097225, -3.70463699972222 40.4080595, -3.70463699972222 40.4080595, -3.70281899972222 40.4056773, -3.70281899972222 40.4056773, -3.7021608 40.4044953, -3.7021608 40.4044953, -3.70008399972222 40.40189099972221, -3.70008399972222 40.40189099972221, -3.70034829972222 40.3993936, -3.70034829972222 40.3993936, -3.70056779972222 40.39946499972221, -3.70056779972222 40.39946499972221, -3.70010159972222 40.4001840997222, -3.70010159972222 40.4001840997222, -3.702282100000001 40.4046591, -3.702282100000001 40.4046591, -3.70213359972222 40.4056295997222, -3.70213359972222 40.4056295997222, -3.7035713 40.40856899972221, -3.7035713 40.40856899972221, -3.7054461 40.4113813, -3.7054461 40.4113813, -3.70760159972222 40.4134936, -3.70760159972222 40.4134936, -3.70867309972222 40.41517879972221, -3.70867309972222 40.41517879972221, -3.708063 40.4169545, -3.708063 40.4169545, -3.70741559972222 40.4184265997222, -3.70741559972222 40.4184265997222, -3.7097221 40.4208208, -3.7097221 40.4208208, -3.7114003 40.4231485, -3.7114003 40.4231485, -3.71262759972222 40.4252024997222, -3.71262759972222 40.4252024997222, -3.7127621 40.4251502997222, -3.7127621 40.4251502997222, -3.7140251 40.4257369997222, -3.7140251 40.4257369997222, -3.71392509972222 40.4266201, -3.71392509972222 40.4266201, -3.71237249972222 40.4251176, -3.71237249972222 40.4251176, -3.70856949972222 40.42433029999999, -3.70856949972222 40.42433029999999, -3.70644879972222 40.42618829972221, -3.70644879972222 40.42618829972221, -3.7022948 40.4257479997222, -3.7022948 40.4257479997222, -3.700297 40.4262470997222, -3.700297 40.4262470997222, -3.70073249972222 40.4265334997222, -3.70073249972222 40.4265334997222, -3.70247359972222 40.4292911, -3.70247359972222 40.4292911, -3.70385009972222 40.43245529999999, -3.70385009972222 40.43245529999999, -3.7043406 40.4345888, -3.7043406 40.4345888, -3.70414159972222 40.4381934997222, -3.70414159972222 40.4381934997222, -3.7038286 40.4436358, -3.7038286 40.4436358)"
5b9d87aa2f38432604cbbcfa,"LINESTRING (-3.6740441 40.42730829972221, -3.6725146 40.4262151, -3.6725951 40.4245117997222, -3.6733863 40.4216655, -3.67744509972222 40.4217939997222, -3.67971979972222 40.4215567997222, -3.68004279972222 40.42134659972221, -3.68095779972222 40.4213115, -3.68063129972222 40.4185783, -3.67961349972222 40.41491059972221, -3.6789328 40.4110286, -3.67653499972222 40.41089399972221, -3.67732679972222 40.40942329999999, -3.6746913 40.40779149999999)"
5b9058662f38434ab0d875af,"LINESTRING (-3.700625 40.41753909972221, -3.6972135 40.4186224997222, -3.69423229972222 40.4193015, -3.6925623 40.4199026, -3.68929999972222 40.42014029972221, -3.6876901 40.4203441, -3.6832351 40.42146509972221, -3.68168249972222 40.4221146, -3.6798191 40.42301329999999, -3.6758896 40.4239521, -3.675697 40.4240769997222)"
5b9992072f38431f042d6132,"LINESTRING (-3.6851758 40.3999225, -3.68153029972222 40.402915, -3.67817509972222 40.40457179972221, -3.6747195 40.4027236)"
5baeab652f38432c20ed30a7,"LINESTRING (-3.72120149972222 40.4341841, -3.71834109972222 40.42972509972221, -3.71698159972222 40.4282839997222, -3.72120149972222 40.4341841, -3.71834109972222 40.42972509972221, -3.71698159972222 40.4282839997222)"
5b9d87b52f38432604cbc35a,"LINESTRING (-3.6989841 40.4309676, -3.6818233 40.42782259972221, -3.6781728 40.4275528, -3.67517499972222 40.4272229997222, -3.67381059972222 40.4274981)"
5bb542542f38433b747b43c0,"LINESTRING (-3.70804659972222 40.41998029972221, -3.70804659972222 40.41998029972221, -3.706986 40.4185767997222, -3.706986 40.4185767997222, -3.70589849972222 40.41704779972221, -3.70589849972222 40.41704779972221, -3.70526409972222 40.41566879972221, -3.70526409972222 40.41566879972221, -3.7037496 40.4142787997222, -3.7037496 40.4142787997222, -3.7040758 40.4128005997222, -3.7040758 40.4128005997222, -3.70488009972222 40.412247, -3.70488009972222 40.412247, -3.7047435 40.4119438, -3.7047435 40.4119438, -3.7036698 40.4105385, -3.7036698 40.4105385, -3.70272649972222 40.4093651, -3.70272649972222 40.4093651, -3.70154309972222 40.4084488, -3.70154309972222 40.4084488, -3.7017348 40.4090600997222, -3.7017348 40.4090600997222, -3.70272759972222 40.4091298, -3.70272759972222 40.4091298, -3.7046005 40.4151682997222, -3.7046005 40.4151682997222)"
